elements,formula,id,class,dipole,atomic_e_neg,atomic_masses,atomic_num_e,atomic_rad,atomic_vdw_rad,atomic_vol,atomic_ionization,atomic_e_affinity,atomic_dipole_polarizability,atomic_cov_rad,atomoic_nvalence,atomic_hardness,weights,evac,evacdiff,dipz,efermi,gap,vbm,cbm,gap_dir,gap_dir_nosoc,gap_nosoc,workfunction,vbm_hse,cbm_hse,gap_dir_hse,gap_hse,ehull,hform,cell_area,spgnum,lgnum,emass_vb_dir1,emass_vb_dir2,emass_cb_dir1,emass_cb_dir2,alphax_lat,alphay_lat,alphaz_lat,alphax,alphay,alphaz,minhessianeig,alphax_el,alphay_el,alphaz_el,speed_of_sound_x,speed_of_sound_y,c_11,c_12,c_13,c_21,c_22,c_23,c_31,c_32,c_33,energy,free_energy,vbm_gw,cbm_gw,gap_dir_gw,gap_gw,mass,num_electron,avg_e_neg_pauling,num_atoms,num_e_avg,num_e_max_dif,num_e_std,vdw_rad_avg,vdw_rad_max_dif,vdw_rad_std,atomic_rad_avg,atomic_rad_max_dif,atomic_rad_std,atomic_vol_avg,atomic_vol_max_dif,atomic_vol_std,e_affinity_avg,e_affinity_max_dif,e_affinity_std,e_neg_avg,e_neg_max_dif,e_neg_std,dipole_polarizability_avg,dipole_polarizability_max_dif,dipole_polarizability_std,cov_rad_avg,cov_rad_max_dif,cov_rad_std,nvalence_avg,nvalence_max_dif,nvalence_std,hardness_avg,hardness_max_dif,hardness_std,ionization_avg,ionization_max_dif,ionization_std,dipole_avg,ionization_total,lattice,positions,numbers,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,composition,pc1_soap,pc2_soap,SHG 0.4-0.9eV_x,SHG 0.4-0.9eV_y,SHG 0.9 -1.6eV_x,SHG 0.9 -1.6eV_y,SHG 1.6-2.1eV_x,SHG 1.6-2.1eV_y,Direction
"['Al', 'Te']",Al2Te2,9225,,"[-1.27264742, 0.734763331, -5.45543944e-14]","[1.61, 2.1]","[26.9815385, 127.6]","[13, 52]","[125.0, 140.0]","[184.0, 206.0]","[10.0, 20.5]","[5.9857684, 9.00966]","[0.43283, 1.9708759999999999]","[57.8, 38.0]","[121.0, 138.0]","[3, 6]","[2.7764692, 3.5193920000000003]","[2, 2]",3.750914197,-6.73E-13,-5.46E-14,-0.648046399,1.74798174,-1.522037269,0.225944471,2.344799053,2.403806949,1.841449082,4.398960596,-1.908768682,0.454268996,3.032423729,2.363037678,0,-0.37610464,14.66679228,187,78,-4.905257986,-2.264692885,0.966011847,2.125570103,1.534992185,1.53503162,0.019597832,6.142393875,6.14243331,0.584330337,-7.27E-15,4.60740169,4.60740169,0.564732505,4082.137326,4064.248156,58.32796054,15.26337351,0.002093197,15.23351794,57.8178589,-0.00316096,0,0,44.52981107,-15.39020836,-15.39020836,-2.538406997,0.477310904,3.6721445,3.015717901,309.1630772,130,1.855,4,32.5,39,19.5,195,22,11,132.5,15,7.5,15.25,10.5,5.25,1.855,1.538046,0.769023,1.201853,0.49,0.245,47.9,19.8,9.9,129.5,17,8.5,4.5,3,1.5,3.1479306,0.7429228,0.3714614,7.4977142,3.0238916,1.5119458,-0.179294696,29.9908568,"[[4.115307150345727, -2.690339344187826e-18, 0.0], [-2.0576535751728633, 3.563960536575145, 0.0], [1.1843364997818597e-20, 0.0, 20.13127718065428]]","[[2.0576535751728633, 1.1879868455250482, 8.778729399795214], [2.0576535751728633, 1.1879868455250482, 11.35254778085901], [-5.37921905958246e-18, 2.3759736910500964, 7.4991375503583555], [-2.6873914638906726e-17, 2.3759736910500964, 12.632139630295942]]","[13, 13, 52, 52]",7000.807541,6136.046752,230.5154402,238.4441578,0,0,0,0,Al2 Te2,-10.85325625,-7.010461091,0.875,0.932,1.488,4.391,1.979,7.188,yyy = -xxy = -yxx = -xyx
"['Al', 'As']",AlAs,9224,,"[-0.576694257, 0.332954585, -7.5076821e-15]","[1.61, 2.18]","[26.9815385, 74.921595]","[13, 33]","[125.0, 115.0]","[184.0, 185.0]","[10.0, 13.1]","[5.9857684, 9.789]","[0.43283, 0.804]","[57.8, 30.0]","[121.0, 119.0]","[3, 5]","[2.7764692, 4.4925]","[1, 1]",2.005395716,-9.34E-14,-7.51E-15,-2.584111295,1.237286521,-3.202754556,-1.965468035,2.144420453,2.237199069,1.239192846,4.589507011,-3.654583712,-1.626567231,2.96716101,2.02801648,0.52170484,0.038744772,14.54361118,187,78,-0.726366272,-0.726366103,0.118036542,0.118083169,0.704135607,0.703054436,0.06992909,3.297166826,3.296085654,0.298436867,-1.227673452,2.593031219,2.593031219,0.228507777,7384.602842,7386.778267,63.44810567,28.78802155,-1.61E-05,28.82380287,63.48549345,-1.69E-05,0,0,34.67371391,-8.323704433,-8.323704476,-4.31415455,-1.328478277,3.82927634,2.985676273,101.9031386,46,1.895,2,23,20,10,184.5,1,0.5,120,10,5,11.55,3.1,1.55,1.895,0.37117,0.185585,0.618415,0.57,0.285,43.9,27.8,13.9,120,2,1,4,2,1,3.6344846,1.7160308,0.8580154,7.8873842,3.8032316,1.9016158,-0.081246557,15.7747684,"[[4.097989220931987, -7.848532938053437e-19, 0.0], [-2.0489946104659933, 3.548962769761901, 0.0], [5.813116815682806e-18, 0.0, 15.0]]","[[2.216519728998907e-18, 2.3659751798412674, 7.499999999999998], [2.0489946104659933, 1.1829875899206337, 7.5]]","[13, 33]",216.6873838,2224.02697,0,0,0,0,0,0,Al1 As1,-10.60676774,-6.889837594,,,,,,,
"['Al', 'N']",AlN,11322,,"[-2.03024538, 1.17216272, -2.78774379e-14]","[1.61, 3.04]","[26.9815385, 14.007]","[13, 7]","[125.0, 65.0]","[184.0, 155.0]","[10.0, 17.3]","[5.9857684, 14.53413]","[0.43283, -1.4]","[57.8, 7.4]","[121.0, 71.0]","[3, 5]","[2.7764692, 7.967065]","[1, 1]",1.875113136,-5.93E-13,-2.79E-14,-2.001294451,2.892540351,-3.447564627,-0.555024276,3.606066843,3.613488039,2.892562546,3.876407587,-4.351371442,-0.303082694,4.874749368,4.048288747,0.511698721,-0.86535098,8.509268535,187,78,-1.512066679,-1.490833891,0.489142842,0.489167072,0.5051089,0.505504098,0.073981381,1.354140263,1.354535461,0.269624855,-1.38E-11,0.849031363,0.849031363,0.195643473,13385.19372,13382.65317,143.3073998,66.49438437,1.76E-05,66.45006503,143.2530046,0.000316,0,0,76.92775678,-13.8212991,-13.8212991,,,,,40.9882386,20,2.325,2,10,6,3,169.5,29,14.5,95,60,30,13.65,7.3,3.65,2.325,1.83283,0.916415,-0.483585,1.43,0.715,32.6,50.4,25.2,96,50,25,4,2,1,5.3717671,5.1905958,2.5952979,10.2599492,8.5483616,4.2741808,-0.286027553,20.5198984,"[[3.134590397173437, 0.0, 0.0], [-1.5672951985867185, 2.7146349144109494, 0.0], [0.0, 0.0, 15.000000000000002]]","[[-2.2202318781564647e-16, 1.8097566096072997, 7.500000000000002], [1.5672951985867183, 0.9048783048036498, 7.5]]","[13, 7]",237.2707447,51.82838105,0,0,0,0,0,0,Al1 N1,-10.51890782,-6.758092513,0.844,0.079,1.591,0.099,2.078,0.16,yyy = -xxy = -yxx = -xyx
"['Al', 'Sb']",AlSb,2931,,"[0.2852491, -0.16468864, -0.05965144]","[1.61, 2.05]","[26.9815385, 121.76]","[13, 51]","[125.0, 145.0]","[184.0, 206.0]","[10.0, 18.4]","[5.9857684, 8.608389]","[0.43283, 1.046]","[57.8, 43.0]","[121.0, 139.0]","[3, 5]","[2.7764692, 3.7811945000000002]","[1, 1]",2.011614078,-0.645684251,-0.05965144,-2.233895255,1.506652728,-2.987221618,-1.480568891,1.563719592,1.630387617,1.530006617,4.245509333,-3.250624872,-1.254150243,2.028083853,1.996474629,0.47490987,0.29714304,16.71715611,156,69,-0.704674422,-0.657432058,-1.264721244,-1.264640103,0.741378763,0.73604976,0.0120714,4.745958272,4.740629269,0.270305915,-0.07979459,4.004579509,4.004579509,0.258234515,5136.410743,5133.635616,38.97969647,14.18915691,-0.001412055,14.47574358,38.93758753,0.000327541,0,0,25.26236345,-7.549947741,-7.549947763,-3.825006454,-1.26730841,2.557698044,2.557698044,148.7415386,64,1.83,2,32,38,19,195,22,11,135,20,10,14.2,8.4,4.2,1.83,0.61317,0.306585,0.739415,0.44,0.22,50.4,14.8,7.4,130,18,9,4,2,1,3.27883185,1.0047253,0.50236265,7.2970787,2.6226206,1.3113103,0.020303007,14.5941574,"[[4.393553136547955, 0.0, 0.0], [-2.1967765682739775, 3.804928629127329, 0.0], [0.0, 0.0, 15.62051068548627]]","[[0.0, 2.536619086084886, 7.5], [2.1967765682739775, 1.268309543042443, 8.12051068548627]]","[13, 51]",235.6309815,6268.24567,0,0,0,0,0,0,Al1 Sb1,-10.56543465,-6.84806313,,,,,,,
"['As', 'B']",AsB,10274,,"[1.42441088, -0.822383978, -5.31423926e-15]","[2.18, 2.04]","[74.921595, 10.81]","[33, 5]","[115.0, 85.0]","[185.0, 192.0]","[13.1, 4.6]","[9.789, 8.298019]","[0.804, 0.279723]","[30.0, 20.5]","[119.0, 84.0]","[5, 3]","[4.4925, 4.009148]","[1, 1]",2.29395791,-9.66E-14,-5.31E-15,-2.241558221,0.75650295,-2.619809696,-1.863306746,0.75650295,0.75991111,0.75991111,4.53551613,-2.836338622,-1.648183372,1.18815525,1.18815525,0.467483098,0.367667911,9.956856296,187,78,-0.153238009,-0.153236802,0.158147052,0.158147913,0.19928161,0.199840558,0.003062919,5.801963679,5.802522627,0.206682945,-4.11E-12,5.602682069,5.602682069,0.203620026,9403.957976,9401.186172,126.4413472,34.97344096,0.001591242,34.89414169,126.3668213,0.000177442,3.04E-10,8.43E-11,91.50440713,-10.63245729,-10.63245913,-3.251691358,-1.774334562,1.477356796,1.477356796,85.7326,38,2.11,2,19,28,14,188.5,7,3.5,100,30,15,8.85,8.5,4.25,2.11,0.524277,0.2621385,0.5418615,0.14,0.07,25.25,9.5,4.75,101.5,35,17.5,4,2,1,4.250824,0.483352,0.241676,9.0435095,1.490981,0.7454905,0.200675634,18.087019,"[[3.39075025991, 0.0, 0.0], [-1.69537512996, 2.93647586297, 0.0], [0.0, 0.0, 15.0]]","[[0.0, 1.95765058, 7.5], [1.69537513, 0.97882529, 7.5]]","[5, 33]",23.11064419,2205.658965,0,0,0,0,0,0,As1 B1,-11.13536727,-7.804293164,,,,,,,
"['As', 'Bi', 'Cr']",AsBiCr,10438,MXY Janus,"[-1.2674395, 0.73175654, -0.03785231]","[2.18, 1.9, 1.66]","[74.921595, 208.9804, 51.9961]","[33, 83, 24]","[115.0, 160.0, 140.0]","[185.0, 206.99999999999997, 206.0]","[13.1, 21.3, 7.23]","[9.789, 7.285516, 6.76651]","[0.804, 0.942362, 0.6659999999999999]","[30.0, 48.0, 83.0]","[119.0, 148.0, 139.0]","[5, 5, 6]","[4.4925, 3.171577, 3.050255]","[1, 1, 1]",4.248440687,-0.726253542,-0.03785231,-0.287062242,0.027667573,-0.300896029,-0.273228456,0.05357799,0.065443498,0.065443498,4.535502929,,,,,0.461257621,0.313732004,9.431174589,156,69,-0.114869478,-0.058060723,0.135332406,0.394286068,12.70729544,12.78766037,1.334939493,94.65056619,94.73093112,2.362622869,-2.52E-15,81.94327075,81.94327075,1.027683376,3074.14317,3089.499265,55.89063275,17.19296475,-0.028150277,16.61522772,56.45040202,-0.030695477,0,0,39.50187029,-17.8046754,-17.81030243,,,,,335.8981,140,1.953333333,3,46.66666667,59,25.95294888,199.3333333,22,10.14341604,138.3333333,45,18.40893503,13.87666667,14.07,5.770247443,1.913333333,0.276362,0.112824346,0.804120667,0.52,0.212498366,53.66666667,53,22.00504993,135.3333333,29,12.11977264,5.333333333,1,0.471404521,3.571444,1.442245,0.65316556,7.947008667,3.02249,1.319606219,-0.191178423,23.841026,"[[3.3000276324854996, -1.4141932684065137e-17, 0.0], [-1.6500138162427498, 2.857907762923069, 0.0], [-3.7071954159774963e-16, 0.0, 19.5]]","[[-1.8430242312511736e-16, 2.3043929380148455e-16, 9.953182888701704], [1.6500138162427493, 0.9526359209743563, 11.439530414675032], [-1.390326486980636e-16, 1.9052718419487127, 7.859118818278823]]","[24, 33, 83]",20193.33024,1005.896722,2204.919246,0,0,0,0,0,As1 Bi1 Cr1,-11.26548062,-8.124937111,,,,,,,
"['As', 'Br', 'S']",AsBrS,12537,MXY Janus,"[-0.47984447, 0.27703833, 0.00938383]","[2.18, 2.96, 2.58]","[74.921595, 79.904, 32.06]","[33, 35, 16]","[115.0, 115.0, 100.0]","[185.0, 185.0, 180.0]","[13.1, 23.5, 15.5]","[9.789, 11.81381, 10.36001]","[0.804, 3.3635882000000006, 2.07710403]","[30.0, 21.0, 19.4]","[119.0, 120.0, 105.0]","[5, 7, 6]","[4.4925, 4.2251109, 4.141452985000001]","[1, 1, 1]",3.096037896,0.141882542,0.009383832,-2.345037011,1.386955169,-3.038514595,-1.651559426,1.813448702,1.929938113,1.459698552,5.441074906,-3.452206215,-1.415063719,2.478398662,2.037142495,0.027515506,-0.256172278,11.96776099,156,69,-0.753104425,-0.649894387,0.261088179,3.576691686,48.38921817,48.37234448,2.252205555,53.56378103,53.54690734,2.636319899,-2.51E-15,5.17456286,5.17456286,0.384114345,4240.519006,4218.115318,46.62834904,18.5092275,0.036376424,18.45861984,46.13695287,0.118428224,0,0,28.81284922,-11.09426855,-11.09426856,-3.962166958,-1.448217383,2.960295933,2.513949575,186.8906,84,2.573333333,3,28,19,8.524474568,183.3333333,5,2.357022604,110,15,7.071067812,17.36666667,10.4,4.446221867,2.573333333,2.5595882,1.044952266,2.081564077,0.78,0.318468558,23.46666667,10.6,4.665714189,114.6666667,15,6.847546195,6,2,0.816496581,4.286354628,0.351047015,0.149714389,10.65427333,2.02481,0.852411116,-0.064474103,31.96282,"[[3.71741577731905, 9.808758042734907e-19, 0.0], [-1.858707888659525, 3.219376499587373, 0.0], [-1.1243155685323005e-17, 0.0, 19.5]]","[[-6.023297682173687e-18, -2.2095415385881105e-16, 9.925405137185415], [1.8587078886595245, 1.0731254998624575, 11.23201411500021], [-5.914420140256055e-17, 2.146250999724915, 8.091361209756917]]","[33, 16, 35]",2163.477714,2584.172108,384.7603914,0,0,0,0,0,As1 Br1 S1,-14.95006818,5.183770724,0.887,6.512,0.997,13.43,1.95,14.535,yyy = -xxy = -yxx = -xyx
"['As', 'Br', 'S']",AsBrS,13586,MXY Janus,"[2.91047136, -1.68036142, 0.03893544]","[2.18, 2.96, 2.58]","[74.921595, 79.904, 32.06]","[33, 35, 16]","[115.0, 115.0, 100.0]","[185.0, 185.0, 180.0]","[13.1, 23.5, 15.5]","[9.789, 11.81381, 10.36001]","[0.804, 3.3635882000000006, 2.07710403]","[30.0, 21.0, 19.4]","[119.0, 120.0, 105.0]","[5, 7, 6]","[4.4925, 4.2251109, 4.141452985000001]","[1, 1, 1]",3.536233881,0.618936598,0.038935442,-2.043650627,1.416518849,-2.751910052,-1.335391202,1.856540262,2.028052767,1.499778383,5.579884508,-3.194110599,-1.116699393,2.600149213,2.077411207,0.195340896,-0.088346888,11.38310142,156,69,-0.721178014,-0.310229369,0.369686823,4.780412904,2.510180361,2.215068291,1.882731287,7.538400363,7.243288294,2.293577112,-0.247015103,5.028220002,5.028220002,0.410845825,3534.941228,3555.132224,34.06659348,31.66659573,0.003174911,33.65025723,34.45687034,0.004743734,0,0,5.158636593,-10.59079238,-10.5907924,-3.668672055,-1.157550087,2.988027464,2.511121967,186.8906,84,2.573333333,3,28,19,8.524474568,183.3333333,5,2.357022604,110,15,7.071067812,17.36666667,10.4,4.446221867,2.573333333,2.5595882,1.044952266,2.081564077,0.78,0.318468558,23.46666667,10.6,4.665714189,114.6666667,15,6.847546195,6,2,0.816496581,4.286354628,0.351047015,0.149714389,10.65427333,2.02481,0.852411116,0.423015127,31.96282,"[[3.625475601383374, -5.983572915528228e-20, 0.0], [-1.8127378006916874, 3.139753971598667, 0.0], [2.6837326355289246e-17, 0.0, 18.232485982860293]]","[[1.5336965343011437e-17, 3.873816605827051e-17, 9.3313731825056], [1.8127378006916866, 1.0465846571995556, 10.757189025884447], [1.8127378006916866, 1.0465846571995556, 7.347775509082857]]","[33, 16, 35]",2961.951609,1782.659387,387.799218,0,0,0,0,0,As1 Br1 S1,-15.00362513,5.620101833,0.887,6.512,0.997,13.43,1.95,14.535,yyy = -xxy = -yxx = -xyx
"['As', 'Br', 'Se']",AsBrSe,14635,MXY Janus,"[3.21149996, -1.85416037, 0.07445116]","[2.18, 2.96, 2.55]","[74.921595, 79.904, 78.971]","[33, 35, 34]","[115.0, 115.0, 115.0]","[185.0, 185.0, 190.0]","[13.1, 23.5, 16.5]","[9.789, 11.81381, 9.752392]","[0.804, 3.3635882000000006, 2.02067]","[30.0, 21.0, 28.9]","[119.0, 120.0, 120.0]","[5, 7, 6]","[4.4925, 4.2251109, 3.865861]","[1, 1, 1]",3.554163158,1.126497072,0.074451163,-1.761664348,1.497244185,-2.51028644,-1.013042255,1.708258424,1.876956742,1.610029443,5.315827505,-2.933209828,-0.834287828,2.383466504,2.098922,0.16076691,-0.13371396,11.95922611,156,69,-0.630250808,-0.26292563,0.634650545,0.634711461,20.92656708,20.99320551,1.195735411,26.67333984,26.73997828,1.624716966,-3.32E-15,5.746772769,5.746772769,0.428981554,3415.774107,3327.839474,37.87585798,25.05231205,0.300411619,23.29351971,35.95083098,0.185843893,0,0,8.416185666,-10.13163011,-10.13163012,-3.356799425,-0.854074405,2.72675414,2.50272502,233.7856,102,2.563333333,3,34,2,0.816496581,186.6666667,5,2.357022604,115,0,0,17.7,10.4,4.329742102,2.563333333,2.5595882,1.045371116,2.062752733,0.78,0.318573208,26.63333333,9,4.008601862,119.6666667,1,0.471404521,6,2,0.816496581,4.194490633,0.626639,0.25673892,10.451734,2.061418,0.963249123,0.477263583,31.355202,"[[3.716089991545136, -3.2887815578592796e-18, 0.0], [-1.8580449957725684, 3.218228335427188, 0.0], [1.1855683579592682e-17, 0.0, 18.232485982860293]]","[[7.36184341255987e-18, -2.2822228741748283e-17, 9.284066298992546], [1.8580449957725675, 1.0727427784757295, 10.829268881271133], [1.8580449957725675, 1.0727427784757295, 7.323391471609112]]","[33, 34, 35]",1454.8269,3292.021522,2366.289321,0,0,0,0,0,As1 Br1 Se1,-14.71724806,5.791134802,0.89,7.459,1.184,16.86,1.869,38.843,yyy = -xxy = -yxx = -xyx
"['As', 'Br', 'Se']",AsBrSe,15683,MXY Janus,"[0.02290879, -0.01322639, 0.04397645]","[2.18, 2.96, 2.55]","[74.921595, 79.904, 78.971]","[33, 35, 34]","[115.0, 115.0, 115.0]","[185.0, 185.0, 190.0]","[13.1, 23.5, 16.5]","[9.789, 11.81381, 9.752392]","[0.804, 3.3635882000000006, 2.02067]","[30.0, 21.0, 28.9]","[119.0, 120.0, 120.0]","[5, 7, 6]","[4.4925, 4.2251109, 3.865861]","[1, 1, 1]",3.109114969,0.63098917,0.043976454,-2.226811523,1.227943333,-2.840783189,-1.612839857,1.667219813,1.783870795,1.287627616,5.335926492,-3.235741152,-1.396588571,2.284109199,1.839152582,0,-0.29448087,12.61130306,156,69,-1.034006284,-0.524314339,0.208676287,1.174920319,30.59681638,30.53817707,3.489552568,36.41026277,36.35162345,3.889721834,-4.71E-14,5.813446381,5.813446381,0.400169266,3862.333509,3857.337541,45.92264076,13.08825914,0.008202522,13.04450248,45.80391476,0.010982279,0,0,33.24013499,-10.61393084,-10.6139309,-3.693512838,-1.419771408,2.720952289,2.27374143,233.7856,102,2.563333333,3,34,2,0.816496581,186.6666667,5,2.357022604,115,0,0,17.7,10.4,4.329742102,2.563333333,2.5595882,1.045371116,2.062752733,0.78,0.318573208,26.63333333,9,4.008601862,119.6666667,1,0.471404521,6,2,0.816496581,4.194490633,0.626639,0.25673892,10.451734,2.061418,0.963249123,0.017886283,31.355202,"[[3.8160553504890102, 2.0016677807588985e-19, 0.0], [-1.9080276752445051, 3.304800875771018, 0.0], [2.216915301016803e-18, 0.0, 19.5]]","[[1.3163227131774262e-18, 2.8393282322992855e-16, 9.867918428166119], [1.908027675244505, 1.1016002919236727, 11.304133012433578], [-6.043519682332319e-17, 2.2032005838473454, 8.078030404628072]]","[33, 34, 35]",2588.414764,2184.828638,2339.894341,0,0,0,0,0,As1 Br1 Se1,-14.67414369,5.458823393,0.89,7.459,1.184,16.86,1.869,38.843,yyy = -xxy = -yxx = -xyx
"['As', 'Br', 'Te']",AsBrTe,999,MXY Janus,"[1.00809076, -0.58202147, 0.08918766]","[2.18, 2.96, 2.1]","[74.921595, 79.904, 127.6]","[33, 35, 52]","[115.0, 115.0, 140.0]","[185.0, 185.0, 206.0]","[13.1, 23.5, 20.5]","[9.789, 11.81381, 9.00966]","[0.804, 3.3635882000000006, 1.9708759999999999]","[30.0, 21.0, 38.0]","[119.0, 120.0, 138.0]","[5, 7, 6]","[4.4925, 4.2251109, 3.5193920000000003]","[1, 1, 1]",3.159740767,1.175056967,0.089187662,-2.002156209,1.237282246,-2.620797332,-1.383515086,1.639735303,1.823076073,1.404818802,5.161896976,-2.990032699,-1.1507619,2.237488242,1.839270799,0,-0.244532207,13.73433126,156,69,-1.418726973,-0.623633501,0.734728861,0.734742004,22.25033143,22.2806745,6.103937636,28.95929991,28.98964298,6.524136839,-1.22E-14,6.708968478,6.708968478,0.420199203,3462.89278,3463.279347,40.94715333,8.648854808,0.000611124,8.654663864,40.9562958,-0.000524981,0,0,33.44702237,-10.18609095,-10.18609097,-3.42230155,-1.195222894,2.637300214,2.227078657,282.4256,120,2.413333333,3,40,19,8.524474568,192,21,9.899494937,123.3333333,25,11.78511302,19.03333333,10.4,4.370608907,2.413333333,2.5595882,1.046302411,2.046154733,0.86,0.387928974,29.66666667,17,6.944222219,125.6666667,19,8.730533902,6,2,0.816496581,4.079000967,0.973108,0.410484169,10.20415667,2.80415,1.18182926,0.171752317,30.61247,"[[3.9823409819822246, -2.8871466940287747e-19, 0.0], [-1.9911704909911123, 3.448808456928474, 0.0], [2.163068087505009e-18, 0.0, 19.5]]","[[1.2265517500148223e-18, -1.930793916456323e-18, 9.785808881157354], [1.991170490991112, 1.149602818976158, 11.385808762175287], [-6.128227635045074e-17, 2.299205637952316, 8.077156311177625]]","[33, 52, 35]",6569.097235,2197.621428,2544.834637,0,0,0,0,0,As1 Br1 Te1,-14.29852466,5.906000972,0.894,19.052,1.588,25.78,1.694,39.541,yyy = -xxy = -yxx = -xyx
"['As', 'Br', 'Te']",AsBrTe,2048,MXY Janus,"[3.88596819, -2.24356478, 0.12284851]","[2.18, 2.96, 2.1]","[74.921595, 79.904, 127.6]","[33, 35, 52]","[115.0, 115.0, 140.0]","[185.0, 185.0, 206.0]","[13.1, 23.5, 20.5]","[9.789, 11.81381, 9.00966]","[0.804, 3.3635882000000006, 1.9708759999999999]","[30.0, 21.0, 38.0]","[119.0, 120.0, 138.0]","[5, 7, 6]","[4.4925, 4.2251109, 3.5193920000000003]","[1, 1, 1]",3.625013826,1.715861189,0.12284851,-1.559508411,1.064395305,-2.091706064,-1.027310758,1.434894505,1.693049017,1.342123804,5.184522237,-2.56008795,-0.898183774,2.070907911,1.661904176,0.162935288,-0.081596918,12.95535757,156,69,-0.3255625,-0.325492487,0.561389024,0.561423414,206.7301514,209.1113091,4.913080455,213.7390464,216.1202041,5.367107321,-1.01E-14,7.008894983,7.008894983,0.454026866,3191.719809,3190.47033,36.87680246,16.89045251,0.000124623,16.86570142,36.8479354,0.000123739,6.43E-15,0,20.41294545,-9.697285081,-9.697285159,-2.90172734,-0.9387547,2.355436562,1.96297264,282.4256,120,2.413333333,3,40,19,8.524474568,192,21,9.899494937,123.3333333,25,11.78511302,19.03333333,10.4,4.370608907,2.413333333,2.5595882,1.046302411,2.046154733,0.86,0.387928974,29.66666667,17,6.944222219,125.6666667,19,8.730533902,6,2,0.816496581,4.079000967,0.973108,0.410484169,10.20415667,2.80415,1.18182926,0.588417307,30.61247,"[[3.867758829042519, -1.6807616093359592e-18, 0.0], [-1.9338794145212599, 3.3495774016623754, 0.0], [-2.948798087761513e-17, 0.0, 18.232485982860293]]","[[-1.1295549806680659e-17, -3.6163614170810435e-16, 9.219203403081659], [1.933879414521259, 1.116525800554125, 10.922705190799777], [1.933879414521259, 1.116525800554125, 7.292256275238331]]","[33, 52, 35]",1761.036751,2980.625829,6569.89072,0,0,0,0,0,As1 Br1 Te1,-14.32117728,6.083524702,0.894,19.052,1.588,25.78,1.694,39.541,yyy = -xxy = -yxx = -xyx
"['As', 'Cl', 'S']",AsClS,3097,MXY Janus,"[2.4234388, -1.39917305, 0.07303689]","[2.18, 3.16, 2.58]","[74.921595, 35.45, 32.06]","[33, 17, 16]","[115.0, 100.0, 100.0]","[185.0, 175.0, 180.0]","[13.1, 18.7, 15.5]","[9.789, 12.96763, 10.36001]","[0.804, 3.612725, 2.07710403]","[30.0, 14.6, 19.4]","[119.0, 102.0, 105.0]","[5, 7, 6]","[4.4925, 4.677452499999999, 4.141452985000001]","[1, 1, 1]",3.514240541,1.204686602,0.073036894,-2.350073207,1.730814539,-3.215480477,-1.484665938,2.172543465,2.22860628,1.748505431,5.864313748,-3.694015263,-1.250894735,2.91688673,2.443120529,0.215024086,-0.184237157,10.97058719,156,69,-0.770049892,-0.406525503,-2.180837739,0.377451603,40.56714773,40.63990803,1.101946585,44.86855755,44.94131784,1.487751296,-0.475714987,4.301409816,4.301409816,0.385804712,3462.912697,3662.85059,25.85286274,39.35415515,0.112728219,39.99877305,28.92437361,0.178954876,0,0,-10.19192354,-11.07898212,-11.07898212,-4.189802759,-1.256679354,3.363733903,2.933123405,142.4396,66,2.64,3,22,17,7.788880964,180,10,4.082482905,105,15,7.071067812,15.76666667,5.6,2.293953405,2.64,2.808725,1.148325436,2.164609677,0.98,0.402326567,21.33333333,15.4,6.433937795,108.6666667,17,7.40870359,6,2,0.816496581,4.437135162,0.535999515,0.222295328,11.03888,3.17863,1.383611344,0.365767547,33.11664,"[[3.5591772828187036, -1.1583079633690408e-18, 0.0], [-1.7795886414093522, 3.082337943493469, 0.0], [-1.5168165548809568e-18, 0.0, 18.232485982860293]]","[[4.86873782909415e-18, 8.709760679759401e-17, 9.274516794629758], [1.7795886414093511, 1.0274459811644896, 10.720981302377217], [1.7795886414093511, 1.0274459811644896, 7.44026030232348]]","[33, 16, 17]",2207.352335,449.1820707,385.257356,0,0,0,0,0,As1 Cl1 S1,2.05976463,-10.68366946,0.804,1.158,1.076,7.263,2.056,5.605,yyy = -xxy = -yxx = -xyx
